timestamp,open,high,low,close,volume
2026-01-01T09:58:00,2527.51,2531.45,2526.82,2528.33,4054
2026-01-01T09:59:00,2529.44,2532.9,2528.02,2529.79,2640
2026-01-01T10:00:00,2528.78,2531.67,2527.51,2530.15,4849
2026-01-01T10:01:00,2528.5,2532.17,2526.22,2529.22,4861
2026-01-01T10:02:00,2528.97,2531.35,2527.64,2529.18,2169
2026-01-01T10:03:00,2530.59,2532.26,2529.17,2531.38,3455
2026-01-01T10:04:00,2536.91,2538.35,2536.03,2537.59,1980
2026-01-01T10:05:00,2537.71,2539.33,2535.34,2538.37,2902
2026-01-01T10:06:00,2533.19,2536.04,2531.74,2533.53,4325
2026-01-01T10:07:00,2531.98,2535.28,2529.95,2532.78,1829
2026-01-01T10:08:00,2521.16,2525.27,2519.05,2522.03,1177
2026-01-01T10:09:00,2517.06,2517.56,2514.27,2517.39,3681
2026-01-01T10:10:00,2511.41,2515.77,2509.53,2512.0,3846
2026-01-01T10:11:00,2514.3,2516.13,2515.09,2515.11,4979
2026-01-01T10:12:00,2521.62,2524.81,2520.06,2522.2,3372
2026-01-01T10:13:00,2515.03,2515.89,2513.18,2514.95,1675
2026-01-01T10:14:00,2514.27,2515.18,2513.23,2515.15,1198
2026-01-01T10:15:00,2514.13,2515.35,2509.78,2514.06,3982
2026-01-01T10:16:00,2516.42,2520.58,2517.29,2517.52,4257
2026-01-01T10:17:00,2514.86,2518.08,2513.01,2515.84,3578
2026-01-01T10:18:00,2514.85,2519.04,2514.02,2515.67,4807
2026-01-01T10:19:00,2523.46,2524.35,2521.14,2523.18,4707
2026-01-01T10:20:00,2524.99,2526.44,2523.87,2525.51,1333
2026-01-01T10:21:00,2517.39,2518.81,2515.96,2517.09,1055
2026-01-01T10:22:00,2518.06,2518.15,2516.24,2518.09,4791
2026-01-01T10:23:00,2519.23,2519.98,2516.83,2519.13,2142
2026-01-01T10:24:00,2513.19,2514.58,2510.15,2512.8,4566
2026-01-01T10:25:00,2522.44,2524.73,2522.14,2522.92,3523
2026-01-01T10:26:00,2524.99,2527.98,2523.77,2525.92,3321
2026-01-01T10:27:00,2520.97,2522.82,2518.46,2520.73,1915
2026-01-01T10:28:00,2512.76,2516.54,2509.93,2513.27,4382
2026-01-01T10:29:00,2514.4,2518.32,2513.35,2515.48,1404
2026-01-01T10:30:00,2511.35,2513.57,2509.32,2511.37,2154
2026-01-01T10:31:00,2514.33,2517.9,2513.73,2515.08,1885
2026-01-01T10:32:00,2510.48,2510.99,2507.41,2510.32,1026
2026-01-01T10:33:00,2519.78,2521.67,2519.06,2521.06,3462
2026-01-01T10:34:00,2519.65,2522.59,2518.22,2520.34,4936
2026-01-01T10:35:00,2524.88,2527.47,2523.63,2524.7,1885
2026-01-01T10:36:00,2536.24,2540.37,2534.96,2537.06,1107
2026-01-01T10:37:00,2536.06,2537.96,2534.41,2536.34,1049
2026-01-01T10:38:00,2535.99,2538.6,2534.05,2536.34,2504
2026-01-01T10:39:00,2535.5,2537.52,2533.94,2535.97,4960
2026-01-01T10:40:00,2541.41,2541.95,2537.66,2541.18,4166
2026-01-01T10:41:00,2545.86,2549.24,2544.99,2547.68,2979
2026-01-01T10:42:00,2537.25,2540.19,2536.31,2538.61,1292
2026-01-01T10:43:00,2543.35,2545.04,2543.74,2543.85,1099
2026-01-01T10:44:00,2538.93,2539.54,2537.14,2539.05,1916
2026-01-01T10:45:00,2533.42,2535.84,2532.98,2533.73,1023
2026-01-01T10:46:00,2539.38,2541.23,2537.94,2540.51,1027
2026-01-01T10:47:00,2531.26,2536.33,2529.35,2532.02,3287
2026-01-01T10:48:00,2537.17,2538.42,2535.92,2537.29,3048
2026-01-01T10:49:00,2538.4,2540.75,2537.25,2538.76,1788
2026-01-01T10:50:00,2536.61,2538.71,2537.15,2537.47,2560
2026-01-01T10:51:00,2532.16,2535.88,2531.11,2533.06,4264
2026-01-01T10:52:00,2526.17,2530.07,2525.36,2527.64,2063
2026-01-01T10:53:00,2532.85,2536.1,2533.01,2533.1,4247
2026-01-01T10:54:00,2530.03,2532.93,2529.68,2530.96,3104
2026-01-01T10:55:00,2531.24,2531.59,2530.12,2530.98,1065
2026-01-01T10:56:00,2530.95,2533.58,2528.35,2530.78,4923
2026-01-01T10:57:00,2530.36,2533.98,2528.29,2530.83,4789
2026-01-01T10:58:00,2529.44,2532.91,2528.61,2530.25,3149
2026-01-01T10:59:00,2529.18,2530.88,2527.14,2529.89,4851
2026-01-01T11:00:00,2529.79,2531.36,2527.66,2529.71,1858
2026-01-01T11:01:00,2530.56,2532.56,2529.05,2530.79,1442
2026-01-01T11:02:00,2528.7,2533.2,2529.02,2530.21,1812
2026-01-01T11:03:00,2529.4,2532.52,2530.02,2530.49,4504
2026-01-01T11:04:00,2528.6,2530.22,2526.74,2529.99,2028
2026-01-01T11:05:00,2529.09,2531.9,2526.43,2529.33,4199
2026-01-01T11:06:00,2529.67,2532.03,2529.21,2529.69,1583
2026-01-01T11:07:00,2528.35,2532.44,2527.76,2529.13,3377
2026-01-01T11:08:00,2528.99,2532.24,2527.69,2529.84,2552
2026-01-01T11:09:00,2529.54,2531.43,2527.29,2529.62,4230
2026-01-01T11:10:00,2528.75,2531.39,2526.8,2529.35,3738
2026-01-01T11:11:00,2528.97,2532.51,2527.86,2529.93,2164
2026-01-01T11:12:00,2530.03,2530.59,2527.76,2529.93,2895
2026-01-01T11:13:00,2529.53,2531.23,2528.86,2529.55,1902
2026-01-01T11:14:00,2527.96,2529.1,2525.12,2528.78,2820
2026-01-01T11:15:00,2527.71,2531.87,2525.88,2528.88,4749
2026-01-01T11:16:00,2527.91,2531.72,2527.28,2528.57,2695
2026-01-01T11:17:00,2528.78,2530.66,2524.66,2529.07,4411
2026-01-01T11:18:00,2529.87,2532.41,2526.78,2529.9,2396
2026-01-01T11:19:00,2529.77,2533.16,2528.62,2530.35,1219
2026-01-01T11:20:00,2529.51,2532.61,2526.95,2530.0,3973
2026-01-01T11:21:00,2530.1,2534.02,2528.28,2530.58,3030
2026-01-01T11:22:00,2527.8,2530.33,2529.89,2529.99,3100
2026-01-01T11:23:00,2528.84,2532.63,2529.55,2529.79,3610
2026-01-01T11:24:00,2529.88,2532.45,2526.28,2529.88,2367
2026-01-01T11:25:00,2530.24,2533.73,2528.24,2530.59,2206
2026-01-01T11:26:00,2529.86,2532.18,2528.79,2530.53,3048
2026-01-01T11:27:00,2529.81,2530.87,2526.67,2530.45,2615
2026-01-01T11:28:00,2529.52,2530.95,2528.71,2530.36,1077
2026-01-01T11:29:00,2529.76,2532.05,2528.78,2530.36,3596
2026-01-01T11:30:00,2529.47,2532.03,2526.98,2530.5,3793
2026-01-01T11:31:00,2530.47,2531.77,2528.36,2530.5,1996
2026-01-01T11:32:00,2529.02,2532.29,2527.13,2529.59,1180
2026-01-01T11:33:00,2529.04,2530.74,2527.36,2529.47,4923
2026-01-01T11:34:00,2528.8,2532.41,2528.37,2529.57,1834
2026-01-01T11:35:00,2529.1,2531.23,2527.97,2529.46,4016
2026-01-01T11:36:00,2529.86,2532.6,2526.56,2529.89,2214
2026-01-01T11:37:00,2528.21,2530.87,2528.34,2529.28,3065
2026-01-01T11:38:00,2528.57,2531.29,2526.73,2528.91,2411
2026-01-01T11:39:00,2529.34,2530.44,2526.79,2529.32,3563
2026-01-01T11:40:00,2528.35,2530.75,2527.03,2529.15,2522
2026-01-01T11:41:00,2530.01,2532.76,2529.02,2530.46,4681
2026-01-01T11:42:00,2529.89,2531.76,2530.26,2530.63,1890
2026-01-01T11:43:00,2529.99,2532.58,2528.36,2530.1,4010
2026-01-01T11:44:00,2529.65,2533.11,2526.78,2529.77,4077
2026-01-01T11:45:00,2528.28,2530.68,2525.72,2529.0,4777
2026-01-01T11:46:00,2528.04,2530.12,2526.63,2528.78,4328
2026-01-01T11:47:00,2528.35,2531.47,2528.47,2529.21,4584
2026-01-01T11:48:00,2527.65,2530.71,2524.0,2527.72,4345
2026-01-01T11:49:00,2527.23,2529.15,2527.56,2527.78,4249
2026-01-01T11:50:00,2526.91,2529.05,2525.35,2527.58,1852
2026-01-01T11:51:00,2528.43,2531.06,2527.68,2528.13,1829
2026-01-01T11:52:00,2528.17,2528.41,2525.98,2527.79,3778
2026-01-01T11:53:00,2527.41,2528.12,2525.14,2527.48,2184
2026-01-01T11:54:00,2526.9,2528.61,2525.25,2527.01,4227
2026-01-01T11:55:00,2526.41,2530.07,2525.07,2526.33,3334
2026-01-01T11:56:00,2525.79,2527.46,2524.03,2526.33,4441
2026-01-01T11:57:00,2525.7,2529.7,2524.06,2526.5,2106
2026-01-01T11:58:00,2527.0,2531.19,2524.86,2527.06,2524
2026-01-01T11:59:00,2526.52,2527.89,2524.43,2526.62,4334
2026-01-01T12:00:00,2526.54,2527.25,2524.13,2526.77,4162
2026-01-01T12:01:00,2525.97,2528.38,2525.22,2526.52,1352
2026-01-01T12:02:00,2524.77,2526.8,2520.59,2526.1,4783
2026-01-01T12:03:00,2526.9,2529.15,2526.01,2526.69,1502
2026-01-01T12:04:00,2524.9,2529.01,2524.0,2526.22,4891
2026-01-01T12:05:00,2525.02,2528.11,2523.89,2526.16,4974
2026-01-01T12:06:00,2525.86,2529.09,2524.25,2526.1,4236
2026-01-01T12:07:00,2525.91,2527.59,2524.5,2526.36,4468
2026-01-01T12:08:00,2525.15,2528.17,2522.24,2525.9,2325
2026-01-01T12:09:00,2525.72,2527.85,2525.42,2525.92,3221
2026-01-01T12:10:00,2525.1,2527.73,2523.84,2525.9,1243
2026-01-01T12:11:00,2524.72,2526.2,2524.42,2525.43,3410
2026-01-01T12:12:00,2524.73,2526.12,2524.01,2525.32,1495
2026-01-01T12:13:00,2525.62,2528.38,2524.46,2525.52,3962
2026-01-01T12:14:00,2525.58,2525.37,2522.59,2524.93,2528
2026-01-01T12:15:00,2524.91,2530.02,2523.14,2525.1,3384
2026-01-01T12:16:00,2525.01,2526.9,2520.91,2525.09,2647
2026-01-01T12:17:00,2523.8,2526.07,2521.34,2524.02,2938
2026-01-01T12:18:00,2523.51,2526.54,2522.09,2523.83,1358
2026-01-01T12:19:00,2524.55,2526.0,2522.86,2524.74,2220
2026-01-01T12:20:00,2524.43,2526.25,2523.41,2525.1,2499
2026-01-01T12:21:00,2525.2,2528.57,2524.51,2525.99,1234
2026-01-01T12:22:00,2525.05,2529.11,2523.61,2525.66,1196
2026-01-01T12:23:00,2525.99,2528.12,2522.23,2525.93,4440
2026-01-01T12:24:00,2525.84,2529.08,2525.72,2526.63,4747
2026-01-01T12:25:00,2525.81,2527.8,2523.61,2526.01,4745
2026-01-01T12:26:00,2525.29,2525.82,2523.88,2525.55,2379
2026-01-01T12:27:00,2525.36,2528.3,2522.75,2526.45,3703
2026-01-01T12:28:00,2525.5,2527.7,2523.82,2525.96,1155
2026-01-01T12:29:00,2526.73,2526.8,2524.61,2525.96,3201
2026-01-01T12:30:00,2525.34,2528.15,2522.76,2525.16,3090
2026-01-01T12:31:00,2523.35,2525.5,2524.6,2524.67,3333
2026-01-01T12:32:00,2524.67,2526.73,2521.15,2524.58,1875
2026-01-01T12:33:00,2525.0,2527.63,2523.25,2525.03,1637
2026-01-01T12:34:00,2522.85,2525.45,2521.3,2523.84,1435
2026-01-01T12:35:00,2526.34,2529.73,2523.3,2526.13,4676
2026-01-01T12:36:00,2534.92,2538.12,2534.54,2536.28,3691
2026-01-01T12:37:00,2536.78,2538.28,2535.72,2537.23,1149
2026-01-01T12:38:00,2530.41,2533.53,2527.99,2530.61,2209
2026-01-01T12:39:00,2535.98,2537.75,2533.64,2536.25,2195
2026-01-01T12:40:00,2534.37,2536.75,2532.85,2535.48,1407
2026-01-01T12:41:00,2530.86,2532.49,2527.41,2530.95,3993
2026-01-01T12:42:00,2539.02,2542.09,2537.25,2539.35,3632
2026-01-01T12:43:00,2530.7,2532.02,2529.89,2531.64,1185
2026-01-01T12:44:00,2530.15,2532.86,2530.22,2531.08,1134
2026-01-01T12:45:00,2529.08,2531.64,2528.36,2529.99,2044
2026-01-01T12:46:00,2534.76,2538.26,2534.77,2535.36,3678
2026-01-01T12:47:00,2540.08,2543.32,2538.45,2540.55,1246
2026-01-01T12:48:00,2534.86,2537.09,2532.56,2535.49,4902
2026-01-01T12:49:00,2529.25,2534.1,2528.31,2530.2,2352
2026-01-01T12:50:00,2535.86,2538.08,2534.01,2536.01,2546
2026-01-01T12:51:00,2530.31,2533.81,2529.31,2530.72,4131
2026-01-01T12:52:00,2525.13,2525.57,2523.04,2524.93,2114
2026-01-01T12:53:00,2519.65,2523.99,2517.21,2520.57,2772
2026-01-01T12:54:00,2506.0,2508.86,2503.53,2505.97,1526
2026-01-01T12:55:00,2495.1,2498.82,2493.39,2495.42,2139
2026-01-01T12:56:00,2493.41,2496.3,2490.99,2494.26,4708
2026-01-01T12:57:00,2492.09,2494.92,2488.75,2492.48,4272
2026-01-01T12:58:00,2488.02,2491.95,2486.78,2488.19,2902
2026-01-01T12:59:00,2489.75,2491.87,2489.85,2490.56,3718
2026-01-01T13:00:00,2484.84,2491.42,2483.69,2486.13,3608
2026-01-01T13:01:00,2491.74,2493.75,2490.43,2492.41,1411
2026-01-01T13:02:00,2496.74,2500.27,2496.54,2497.72,4264
2026-01-01T13:03:00,2500.89,2503.65,2499.72,2501.57,4138
2026-01-01T13:04:00,2504.82,2506.6,2503.58,2505.05,1130
2026-01-01T13:05:00,2512.64,2515.14,2509.21,2512.32,3403
2026-01-01T13:06:00,2513.35,2516.55,2510.75,2513.8,2413
2026-01-01T13:07:00,2514.02,2517.87,2513.04,2514.78,2612
2026-01-01T13:08:00,2510.9,2513.26,2506.87,2511.22,4833
2026-01-01T13:09:00,2514.92,2518.11,2515.16,2515.42,3040
2026-01-01T13:10:00,2524.93,2526.89,2524.39,2525.56,1342
2026-01-01T13:11:00,2525.52,2528.2,2523.71,2527.19,3967
2026-01-01T13:12:00,2525.13,2525.36,2523.58,2525.08,1240
2026-01-01T13:13:00,2526.9,2530.39,2524.73,2527.11,4550
2026-01-01T13:14:00,2526.83,2529.99,2524.99,2527.15,2827
2026-01-01T13:15:00,2538.25,2540.47,2535.55,2538.67,1046
2026-01-01T13:16:00,2534.31,2535.69,2532.47,2534.49,2413
2026-01-01T13:17:00,2543.68,2544.98,2543.87,2544.41,3558
2026-01-01T13:18:00,2538.65,2541.1,2536.84,2538.81,4006
2026-01-01T13:19:00,2541.1,2543.96,2540.76,2541.07,4185
2026-01-01T13:20:00,2538.88,2541.96,2535.69,2539.85,2704
2026-01-01T13:21:00,2544.65,2546.11,2541.78,2545.12,2100
2026-01-01T13:22:00,2546.39,2549.17,2542.53,2547.45,4574
2026-01-01T13:23:00,2551.26,2555.03,2550.33,2552.24,3722
2026-01-01T13:24:00,2556.41,2558.62,2553.49,2556.55,4127
2026-01-01T13:25:00,2559.52,2561.1,2558.08,2560.02,2314
2026-01-01T13:26:00,2564.58,2565.62,2563.27,2564.7,1601
2026-01-01T13:27:00,2569.98,2572.88,2568.16,2569.87,3840
2026-01-01T13:28:00,2565.9,2570.03,2562.96,2565.31,1689
2026-01-01T13:29:00,2563.6,2565.85,2563.9,2564.12,3395
2026-01-01T13:30:00,2551.54,2552.45,2550.05,2551.47,1264
2026-01-01T13:31:00,2547.32,2548.93,2545.59,2548.22,3583
2026-01-01T13:32:00,2545.5,2548.87,2543.71,2545.92,4454
2026-01-01T13:33:00,2555.24,2557.14,2555.15,2555.27,3690
2026-01-01T13:34:00,2564.68,2566.99,2561.24,2564.82,2036
2026-01-01T13:35:00,2567.95,2570.66,2567.31,2568.71,4690
2026-01-01T13:36:00,2563.0,2566.16,2560.3,2563.57,4148
2026-01-01T13:37:00,2566.78,2570.28,2564.84,2567.9,2105
2026-01-01T13:38:00,2572.99,2576.56,2570.7,2573.56,2752
2026-01-01T13:39:00,2589.69,2591.98,2588.16,2589.9,4864
2026-01-01T13:40:00,2593.92,2596.42,2592.13,2593.71,1646
2026-01-01T13:41:00,2598.19,2603.0,2598.47,2599.88,3671
2026-01-01T13:42:00,2597.33,2599.26,2595.75,2597.59,3516
2026-01-01T13:43:00,2579.63,2580.98,2579.93,2580.49,4311
2026-01-01T13:44:00,2577.62,2578.31,2575.06,2577.41,2717
2026-01-01T13:45:00,2573.47,2576.28,2571.8,2574.29,2359
2026-01-01T13:46:00,2575.0,2577.69,2574.27,2575.21,4827
2026-01-01T13:47:00,2577.69,2579.12,2575.92,2578.03,3526
2026-01-01T13:48:00,2569.78,2572.59,2569.67,2570.45,1149
2026-01-01T13:49:00,2578.92,2581.52,2579.2,2579.26,2098
2026-01-01T13:50:00,2578.13,2579.75,2577.04,2578.13,4836
2026-01-01T13:51:00,2579.96,2583.69,2577.53,2580.51,1377
2026-01-01T13:52:00,2586.26,2588.99,2583.89,2587.14,4231
2026-01-01T13:53:00,2582.63,2583.7,2578.38,2583.16,4912
2026-01-01T13:54:00,2581.52,2584.32,2577.65,2582.31,4441
2026-01-01T13:55:00,2576.66,2579.21,2574.84,2576.96,2670
2026-01-01T13:56:00,2573.58,2574.06,2570.37,2573.68,2281
2026-01-01T13:57:00,2573.73,2575.67,2572.61,2573.88,3856
2026-01-01T13:58:00,2574.25,2579.47,2574.2,2575.66,3627
2026-01-01T13:59:00,2576.62,2580.84,2574.41,2576.76,3129
2026-01-01T14:00:00,2573.07,2574.8,2571.55,2573.91,4474
2026-01-01T14:01:00,2570.5,2573.28,2568.29,2570.43,3659
2026-01-01T14:02:00,2570.76,2572.69,2568.61,2571.03,1280
2026-01-01T14:03:00,2572.31,2573.76,2572.23,2572.59,4204
2026-01-01T14:04:00,2574.66,2576.7,2573.17,2575.54,1089
2026-01-01T14:05:00,2570.95,2572.95,2570.15,2571.91,2116
2026-01-01T14:06:00,2575.03,2576.27,2573.01,2575.44,3053
2026-01-01T14:07:00,2574.92,2577.1,2573.87,2575.68,1786
2026-01-01T14:08:00,2576.0,2578.21,2573.43,2575.69,3744
2026-01-01T14:09:00,2566.51,2568.74,2565.69,2566.97,4194
2026-01-01T14:10:00,2564.56,2567.06,2562.91,2565.2,4084
2026-01-01T14:11:00,2561.48,2565.15,2561.63,2561.88,2767
2026-01-01T14:12:00,2563.49,2566.03,2562.31,2563.99,2383
2026-01-01T14:13:00,2554.04,2557.05,2552.57,2554.86,3192
2026-01-01T14:14:00,2556.61,2558.51,2553.38,2556.78,1813
2026-01-01T14:15:00,2556.18,2560.41,2555.05,2557.5,3488
2026-01-01T14:16:00,2556.2,2560.66,2554.85,2557.66,1638
2026-01-01T14:17:00,2556.41,2561.63,2555.17,2557.36,3864
2026-01-01T14:18:00,2556.72,2559.99,2556.28,2557.74,2082
2026-01-01T14:19:00,2557.79,2559.24,2555.89,2558.04,1779
2026-01-01T14:20:00,2557.82,2559.07,2556.46,2558.01,1658
2026-01-01T14:21:00,2556.36,2558.2,2557.45,2557.99,1284
2026-01-01T14:22:00,2556.36,2559.35,2555.13,2557.72,4472
2026-01-01T14:23:00,2557.38,2559.96,2555.56,2557.5,3317
2026-01-01T14:24:00,2556.86,2559.19,2556.3,2557.7,2909
2026-01-01T14:25:00,2556.74,2559.12,2554.95,2557.45,4744
2026-01-01T14:26:00,2557.42,2560.35,2557.06,2557.85,3472
2026-01-01T14:27:00,2555.42,2559.58,2554.62,2557.03,1977
2026-01-01T14:28:00,2555.27,2560.69,2554.98,2557.25,4869
2026-01-01T14:29:00,2557.02,2560.5,2555.97,2557.12,4180
2026-01-01T14:30:00,2558.17,2559.85,2556.57,2557.44,3238
2026-01-01T14:31:00,2556.87,2559.34,2554.91,2557.63,4342
2026-01-01T14:32:00,2557.49,2559.62,2556.35,2557.42,1640
2026-01-01T14:33:00,2556.0,2557.69,2554.15,2557.18,2887
2026-01-01T14:34:00,2556.68,2559.35,2554.36,2557.11,3611
2026-01-01T14:35:00,2557.4,2557.82,2556.51,2557.36,2926
2026-01-01T14:36:00,2555.79,2558.78,2554.05,2556.03,1763
2026-01-01T14:37:00,2555.08,2558.63,2552.31,2555.65,1598
2026-01-01T14:38:00,2554.76,2558.68,2553.08,2555.5,3155
2026-01-01T14:39:00,2555.47,2558.17,2553.44,2555.54,2880
2026-01-01T14:40:00,2555.96,2557.68,2552.57,2555.82,1338
2026-01-01T14:41:00,2555.56,2557.46,2555.94,2556.28,3750
2026-01-01T14:42:00,2555.66,2557.61,2554.57,2555.72,2102
2026-01-01T14:43:00,2555.24,2556.2,2553.65,2555.33,1013
2026-01-01T14:44:00,2553.9,2558.23,2554.17,2554.72,3228
2026-01-01T14:45:00,2554.73,2556.54,2554.84,2554.96,1446
2026-01-01T14:46:00,2553.63,2557.24,2551.44,2554.34,4025
2026-01-01T14:47:00,2555.56,2556.41,2552.69,2555.22,2954
2026-01-01T14:48:00,2554.89,2557.37,2554.67,2555.15,1260
2026-01-01T14:49:00,2554.8,2556.74,2552.16,2554.91,1828
2026-01-01T14:50:00,2553.17,2556.51,2551.47,2554.06,4497
2026-01-01T14:51:00,2553.68,2555.13,2552.52,2553.96,3326
2026-01-01T14:52:00,2554.76,2556.99,2553.49,2554.55,1767
2026-01-01T14:53:00,2553.98,2556.4,2551.63,2554.48,2509
2026-01-01T14:54:00,2554.64,2554.65,2550.16,2554.21,3409
2026-01-01T14:55:00,2553.99,2558.04,2552.24,2554.73,2750
2026-01-01T14:56:00,2555.04,2556.23,2553.63,2555.35,3076
2026-01-01T14:57:00,2555.76,2558.83,2556.59,2556.71,4293
2026-01-01T14:58:00,2555.39,2559.22,2554.61,2556.39,3115
2026-01-01T14:59:00,2557.71,2557.26,2555.77,2557.25,3830
2026-01-01T15:00:00,2557.62,2558.84,2554.8,2557.05,1364
2026-01-01T15:01:00,2554.95,2558.77,2553.1,2556.35,4194
2026-01-01T15:02:00,2555.71,2557.6,2553.19,2555.94,1732
2026-01-01T15:03:00,2556.41,2557.66,2554.74,2555.9,4713
2026-01-01T15:04:00,2555.06,2557.85,2552.39,2555.55,1454
2026-01-01T15:05:00,2554.94,2556.0,2552.37,2555.36,1273
2026-01-01T15:06:00,2554.86,2558.79,2553.75,2556.11,4737
2026-01-01T15:07:00,2556.19,2558.54,2556.44,2556.9,4467
2026-01-01T15:08:00,2556.7,2559.05,2553.79,2557.39,4728
2026-01-01T15:09:00,2557.47,2557.75,2555.69,2557.43,3616
2026-01-01T15:10:00,2555.63,2557.04,2554.94,2556.58,1019
2026-01-01T15:11:00,2555.92,2558.01,2554.75,2557.04,1441
2026-01-01T15:12:00,2557.19,2559.32,2556.03,2557.15,4759
2026-01-01T15:13:00,2556.61,2558.3,2554.98,2557.18,3333
2026-01-01T15:14:00,2558.04,2559.63,2554.49,2558.01,1371
2026-01-01T15:15:00,2557.37,2558.14,2555.85,2557.74,4411
2026-01-01T15:16:00,2556.4,2561.34,2555.37,2557.91,2912
2026-01-01T15:17:00,2556.83,2560.74,2555.01,2556.88,4970
2026-01-01T15:18:00,2555.76,2557.84,2554.06,2556.33,4454
2026-01-01T15:19:00,2556.02,2558.37,2554.71,2556.57,5000
2026-01-01T15:20:00,2556.58,2558.46,2554.79,2556.41,4970
2026-01-01T15:21:00,2556.04,2558.53,2552.97,2555.8,2734
2026-01-01T15:22:00,2555.79,2559.49,2553.82,2556.37,3646
2026-01-01T15:23:00,2554.49,2558.07,2552.93,2555.0,4926
2026-01-01T15:24:00,2554.05,2556.43,2553.77,2554.99,4404
2026-01-01T15:25:00,2555.39,2557.03,2554.46,2554.67,2894
2026-01-01T15:26:00,2555.39,2555.95,2552.03,2554.08,3677
2026-01-01T15:27:00,2553.65,2557.68,2550.92,2553.97,3616
2026-01-01T15:28:00,2553.14,2555.95,2550.43,2553.4,1467
2026-01-01T15:29:00,2552.3,2555.11,2552.34,2553.4,2302
2026-01-01T15:30:00,2552.94,2555.14,2552.53,2553.17,4020
2026-01-01T15:31:00,2553.8,2556.12,2553.1,2553.53,1386
2026-01-01T15:32:00,2552.39,2554.76,2549.65,2553.08,4011
2026-01-01T15:33:00,2552.72,2554.39,2549.99,2553.35,1655
2026-01-01T15:34:00,2552.84,2557.14,2552.32,2553.09,3615
2026-01-01T15:35:00,2552.24,2554.91,2552.01,2552.82,2003
2026-01-01T15:36:00,2551.76,2555.16,2549.53,2551.85,2202
2026-01-01T15:37:00,2551.49,2554.66,2549.4,2552.16,4354
2026-01-01T15:38:00,2552.39,2552.42,2550.73,2552.39,3986
2026-01-01T15:39:00,2552.4,2553.49,2551.07,2552.72,2992
2026-01-01T15:40:00,2552.24,2554.95,2551.73,2552.87,4738
2026-01-01T15:41:00,2553.06,2555.61,2552.61,2553.59,4181
2026-01-01T15:42:00,2554.42,2554.56,2552.35,2554.22,1045
